詞目id,義項id,詞性,解說
14149,19125,熟語,胡作非為、為非作歹。
14154,19132,熟語,識破技倆、看穿一個人的真相。
14155,19133,熟語,看不上眼、輕視。
14171,19154,熟語,臉很臭、臉色很難看。
14174,19157,熟語,欺人太甚。
14174,19158,熟語,霸道又用奸巧的手段來取得不法的利益。
14175,19159,熟語,活到一大把年紀才出麻疹，比喻老了才做出反常的行徑，或是性情大變。
14176,19160,熟語,吃得很鹹。指喜歡重口味的食物。
14176,19161,熟語,重口味。俚語，比喻胃口養得很大。也指性生活不節制。此說法有嘲諷意味。
14181,19170,熟語,指人凶狠殘暴。
14181,19171,熟語,官僚奸商惡霸等仗勢獲取暴利。
14201,19196,熟語,順藤摸瓜、追根究柢。依循線索澈底探查事情。
14208,19207,熟語,梳頭化妝，打扮得美麗體面。
14210,19209,熟語,生悶氣。忍著一肚子氣。
14240,19249,熟語,不可以做、行不通。
14240,19250,熟語,做不成。
14240,19251,熟語,過意不去。
14240,19252,熟語,不以為然。
14241,19253,熟語,不懂裝懂。
14243,19255,熟語,不知羞恥。
14247,19260,熟語,發酒瘋。
14248,19261,熟語,海嘯。
14249,19263,熟語,比喻海量、無限量。
14266,19285,熟語,胎兒在母體中成長的月分已足。一般為37週。
14274,19293,熟語,愛花連帶愛花盆；愛屋及烏。
14287,19308,熟語,引誘烏龜陷入泥沼之中，比喻用騙術引誘別人落入圈套，以謀取利益；或是帶壞人家。
14289,19310,熟語,笨手笨腳。
14294,19315,熟語,整碗端走，比喻要獨得，不跟他人分享。一把抓、大小通吃。
14295,19316,熟語,成群結黨。
14302,19325,熟語,年紀相仿。
14308,19332,熟語,諷刺人愛賣弄知識。
14311,19336,熟語,笑容可掬、眉開眼笑。
14315,19340,熟語,比喻度量小、容易記恨，一逮到機會便趁機報復細微的過節。
14317,19342,熟語,色厲內荏。表面兇惡的人沒有膽量。
14326,19353,熟語,欺負、輕蔑窮人而重視、敬重富人。
14331,19358,熟語,吊兒郎當。言行輕浮，儀態不端。
14331,19359,熟語,沒有才幹。
14340,19370,熟語,種番薯。「硩」是指用壓條法來種植。種植的動作是以雙手平均拿住地瓜藤蔓，斜插入土中，然後雙手順勢翻來泥土壓在地瓜藤蔓上。
14362,19400,熟語,慢走、走好。客套話。送客或道别時，祝福要離去的對方一路順風。
14371,19411,熟語,扯後腿、在背後阻撓、破壞，使人無法達到目的。
14372,19413,熟語,比喻很有自信做保證或承諾。
14381,19426,熟語,過得去。指經濟狀況、成績表現等尚可的意思。
14381,19427,熟語,(說)得過去。指說法、論點等可以成立。例：這佇音韻學上完全解說會得過。
14381,19428,熟語,過意得去、心安。
14387,19435,熟語,算了、當做沒那一回事。
14387,19436,熟語,扯平。當做可以互相抵消、互不相欠。
14397,19447,熟語,腰痠背痛。
14399,19451,熟語,萬丈深淵。形容極深的地方。
14399,19452,熟語,比喻永遠無法窮盡的高深境界。
14406,19461,熟語,住在山中就靠山謀生。
14409,19464,熟語,摩肩接踵、擁擠雜沓。眾人成群結隊，場面很熱鬧。
14443,19504,熟語,歹戲拖棚。難看的戲劇一直拖戲不結束，讓觀眾厭煩。常用來比喻一件令人嫌惡的事，當事人不趕快了結，硬是拖拖拉拉，更加令人難以忍受。
14452,19513,熟語,形容動作慢吞吞，拖拖拉拉，反應遲鈍。
14470,19533,熟語,雨暫時停歇。也指趁著雨暫停的空檔。
14484,19550,熟語,燉補。用文火慢煮藥材、食物等補品進補。
14487,19553,熟語,綁手綁腳。
14487,19554,熟語,常引申指使用各種方式限制、阻礙人。或是指受到掣肘，施展不開。
14490,19558,熟語,親上加親。
14496,19566,熟語,不相干。
14499,19569,熟語,頭部比身軀大。本末倒置。比喻次要的事情比主要的事情還要花費更多的心力、金錢等。
14499,19570,熟語,比喻事情反而變得更麻煩，難以收拾。
14508,19580,熟語,戴著鬼臉面具，比喻羞於見人。
14508,19581,熟語,比喻人表裡不一。
14511,19584,熟語,未事先備妥，事到臨頭、一時之間。
14530,19608,熟語,咒人被砍頭短命而死，是女人咒罵男人的話。
14534,19612,熟語,泛指鹹味、酸味、苦味、淡味等各種不同的滋味，用以比喻人生的甜美、酸楚、痛苦、順遂、艱困等各種體驗。
14535,19613,熟語,無主見的人盲目跟隨他人行事。
14537,19615,熟語,沖水。
14551,19633,熟語,找些消遣來打發時間。
14554,19639,熟語,搞什麼鬼、耍什麼花樣。
14565,19651,熟語,金玉良言。
14566,19652,熟語,吃得下睡得香，過好日子。常引申指稱心如意。
14570,19656,熟語,發大財、賺大錢。常用來說好話祝福人發大財、賺大錢。
14572,19658,熟語,空車行駛。車子的去程或回程不載旅客或貨物。
27514,22070,熟語,滿山遍野。
27514,22071,熟語,比喻到處都是。
27638,22146,熟語,海水倒灌。
1848,2558,疑問詞,哪會、怎麼會、怎麼可能，用於反詰。
2862,3943,疑問詞,何、哪，表示疑問。
2863,3944,疑問詞,何處、哪裡。用於句尾。
2875,3968,疑問詞,哪一個。
2894,3989,疑問詞,哪裡。
3686,5140,疑問詞,是不是、是嗎。問話者已有幾分確定，表示再度確認的疑問語氣詞。
5795,8090,疑問詞,疑問詞。怎麼會、怎麼能夠。
5809,8110,疑問詞,何不。為什麼不。
5813,8114,疑問詞,為何還沒。
5840,8144,疑問詞,何須。哪裡需要。反問語氣，表示沒有必要。
5842,8146,疑問詞,怎麼會。
6373,8891,疑問詞,豈。難道、怎麼，表示疑問的語氣。
7068,9808,疑問詞,什麼。置於詞尾時通常唸作siannh。
7101,9857,疑問詞,什麼。
7113,9869,疑問詞,什麼、什麼東西。
7114,9870,疑問詞,怎麼樣、什麼樣子。
7125,9881,疑問詞,什麼。是一種粗俗不雅的說法。
8324,11504,疑問詞,詢問數量的多少。
9755,13385,疑問詞,何時。
14037,18978,疑問詞,哪裡。什麼地方。
14041,18982,疑問詞,怎麼會、豈會。為偏漳腔地區詞彙。
14257,19275,疑問詞,多久。通常問時間經過或需要多久。
14320,19345,疑問詞,疑問詞，用來表達是非、正反提問問句。
14320,19346,疑問詞,難道是、豈是。用來表達反問問句，一般的語調會提高或是加強那句話的語氣。
1126,1534,嘆詞,引申為表示不滿、驚訝或遺憾。
1551,2145,嘆詞,令人惱恨。多用於歌仔戲中。
2272,3146,嘆詞,表示贊成或許可。
4781,6716,嘆詞,感嘆發語詞。
5800,8098,嘆詞,表示不屑、憤怒或鄙視的語氣詞。
5800,8099,嘆詞,咦。表疑問的語氣詞。
5802,8101,嘆詞,表示驚訝的反問。
5803,8102,嘆詞,嘆息聲。表示傷感或惋惜的語氣。
5826,8129,嘆詞,粗俗的口頭語，用來表示糟糕、不滿或遺憾。
5830,8134,嘆詞,粗俗的口頭語，用來表示糟糕、不滿或遺憾。
5853,8160,嘆詞,感嘆詞，常與「哎」(--aih)連用。
7019,9749,嘆詞,放在句首，表示驚奇、醒悟等情緒。
7471,10377,嘆詞,表出乎意料之外的語氣詞。
8172,11317,嘆詞,表示勉強應答或不樂意的語氣。
8172,11318,嘆詞,表示驚訝或領會的語氣。
9379,12885,嘆詞,感嘆詞。古文中會用在讚嘆、哀嘆，近似「啊」，今常見於祭文之中，表示哀悼的感嘆。
9914,13626,嘆詞,無巧不巧。巧極了、或不巧極了。
9966,13692,嘆詞,糟糕、慘了。對不好的情況發出感嘆。
10383,14248,嘆詞,表示責怪、斥喝、不屑的語氣詞。
10975,15020,嘆詞,表示肯定應答的語氣。
10975,15021,嘆詞,表示驚訝的語氣。
11604,15842,嘆詞,表示傷感、惋惜的語氣。
12614,17171,嘆詞,表達不耐煩之感的語氣詞。
12614,17172,嘆詞,表示驚訝或反應激動的感嘆詞。
50,85,量詞,計算切割次數的單位。
50,86,量詞,計算紙張的單位；通常一百張為一刀。
161,221,量詞,計算長度的單位。臺制十尺等於一丈，公制十公尺等一公丈。
167,231,量詞,計算短暫動作的單位。
171,239,量詞,個。計算單獨的人、物的單位。
172,242,量詞,計算小而圓物體的單位。
183,264,量詞,計算器物的單位。
183,265,量詞,計算人數的單位。特指家庭的人口。
183,266,量詞,計算戶口的單位。
193,290,量詞,計算香蕉的單位，等同於「根」。
194,291,量詞,計算長度的單位。一寸約三公分。
199,302,量詞,計算天數的單位。
205,320,量詞,計算弧形東西的單位。
208,327,量詞,計算物體體積的單位。常用在木材的計算，一才為一台寸寬×一台寸厚×十台尺長。
208,328,量詞,計算物體面積的單位。可見於紙張、玻璃、石材、窗簾等的計算，一才為一尺(三十公分)見方。
324,471,量詞,戶、住戶。計算家庭的單位。
584,804,量詞,用以計算時間、錢幣、金飾重量及土地面積的單位名稱。
584,805,量詞,數學上的分數，也用來比喻程度的深淺。
587,812,量詞,遍、層。計算層疊物的單位。
605,836,量詞,用來計算長度的單位，等於百分之一公尺。
616,850,量詞,計算重量的公制單位。一公斤等於一千公克。
661,902,量詞,計算長度的公制單位。一公里等於一千公尺。
768,1032,量詞,計算時間的單位。六十分鐘為一小時。
773,1040,量詞,計算布帛類紡織品的單位。
773,1041,量詞,計算馬的單位。
774,1042,量詞,計算容量的單位。十合為一升，十升為一斗。
789,1078,量詞,計算長度的單位，約30公分。
793,1092,量詞,做為計算各個家庭的單位用詞。
795,1096,量詞,計算口鼻、骨頭及某些事物的單位。
797,1100,量詞,計算容量的單位。十升為一斗。
797,1102,量詞,次、回。計算次數的單位。
798,1103,量詞,計算重量的單位。台制一斤等於零點六公斤，又等於十六兩。
801,1109,量詞,計算天數的單位。
803,1114,量詞,計算時間的單位。一年分為十二個月，一個月有三十天左右。
814,1152,量詞,計算動植物繁殖或收穫次數的單位。
851,1199,量詞,一個月的時間。
1214,1648,量詞,計算片狀的東西。
1215,1651,量詞,計算片狀物品的單位。
1304,1785,量詞,錢幣的單位，借自日語「錢」的發音。cent(一分錢)的音譯。
1306,1788,量詞,計算親屬關係的單位，祖、父、孫等各算一代。
1307,1789,量詞,計算親屬關係的單位，祖、父、孫等各算一代。
1312,1799,量詞,計算套裝書的單位。
1346,1851,量詞,計算年代的單位。歐美各國以耶穌降生的那年為紀元，每經一百年為一世紀。
1376,1887,量詞,計算年的單位。代表一年的時間。
1384,1916,量詞,計算包裝物的單位。
1397,1956,量詞,語言的單位。
1401,1961,量詞,計算成疊紙張的單位。
1406,1977,量詞,計算機器、車輛或電子設備的單位。
1650,2281,量詞,計算數量的單位。十二個單位為一打。
1654,2297,量詞,計算書籍、簿冊或戲曲分段等的單位。
1842,2534,量詞,計算一輩子的單位。
1847,2554,量詞,臺灣計算土地面積的單位。一甲有二千九百三十四坪，等於零點九七公頃。
1856,2586,量詞,計算容量的單位。公制一石等於十斗。
1864,2601,量詞,計算時間的單位。六十年稱一甲子。
2043,2800,量詞,計算事物的單位。
2044,2805,量詞,計算擔任某種職務或具有某種身分期間的單位。
2045,2806,量詞,計算定量事物的單位。
2048,2818,量詞,計算步伐的單位。
2107,2924,量詞,計算排成行伍的單位。
2112,2941,量詞,計算容積的單位。一升的十分之一。
2117,2955,量詞,計算人的單位。等於「位」(uī)的用法，但是大多接用職業名稱。
2125,2977,量詞,計算事情、行為、動作、時間、次數或長篇小說的段落單位。
2287,3183,量詞,計算時間的單位。地球繞行太陽公轉一圈所需的時間為一年。
2288,3187,量詞,計算時間的單位。地球繞行太陽公轉一圈所需的時間為一年。
2426,3354,量詞,十分之一或百分之十。
2431,3363,量詞,計算毛線或麵線的計量單位。
2441,3402,量詞,計算事情發生的單位。
2587,3589,量詞,計算長度的單位。
2850,3914,量詞,計算成串物品的單位。
2860,3938,量詞,計算人數的單位。
3021,4168,量詞,計算建築物及階梯的單位。
3056,4222,量詞,計算魚類動物的單位。
3058,4225,量詞,計算比賽場次的單位。
3060,4234,量詞,計算條狀痕跡的單位。
3127,4319,量詞,計算蒸籠層數的單位。
3195,4424,量詞,計算成群的人或物品的單位。
3200,4434,量詞,計算一束花、青菜、柴、草等的單位。
3200,4436,量詞,計算手藝、技藝的單位。
3209,4457,量詞,計算次數的單位。
3214,4464,量詞,計算夜間時間的單位。古代將一夜分為五更，每更約二小時。
3221,4477,量詞,用來計算水或液體的單位。
3274,4538,量詞,計算綑綁成一把的東西的單位。
3275,4543,量詞,計算步伐、程序、方法的單位。
3288,4574,量詞,計算家庭的單位。一家有一口灶，所以用灶來計算家庭，通常「口灶」連用。
3330,4626,量詞,間。計算牲口圈養房舍的單位。
3386,4720,量詞,貨幣單位，十分之一元。
3392,4738,量詞,計算人的單位。通常只用單數「一身」(tsi̍t sian)。
3392,4739,量詞,計算神像的單位。
3392,4740,量詞,計算戲偶、玩偶的單位。
3392,4741,量詞,計算蠶隻的單位。
3400,4764,量詞,計算長度的單位。古代以三百六十步為一里，現今一里等於五百公尺，一公里等於一千公尺，也等於三千三百台尺。
3583,5001,量詞,計算重量的單位。一公斤十公兩，一台斤十六兩。
3586,5006,量詞,計算器物的單位。
3603,5040,量詞,量詞。計算捲狀東西的單位。
3604,5041,量詞,計算文書的單位。
3688,5143,量詞,計算中藥的單位。
3700,5174,量詞,捆狀物的計算單位。
3701,5176,量詞,計算以鍋子為容器的東西。
3702,5177,量詞,計算面積的單位。六尺四方為一坪。
3754,5235,量詞,塊、畦。計算田地的單位。
3806,5310,量詞,計算同一土地一年中可種植作物次數的單位。
3812,5323,量詞,計算定期活動或具有某種身分或職務任期的序次單位。
3814,5327,量詞,計算家禽或家畜的單位。
3816,5332,量詞,計算土堆的單位。
3817,5336,量詞,計算中藥量劑的單位。
3944,5530,量詞,計算溶液釀造、提取的單位。
3962,5590,量詞,計算打水拉繩時的單位。打水時拉繩子上來一次叫「一拔」。現在指取一次水為「一拔」。
3964,5598,量詞,計算成堆、成群的人或物的單位。
3965,5600,量詞,摺痕。計算折疊次數的單位。
3967,5609,量詞,計算功夫技法的單位。
4184,5890,量詞,計算中藥服用劑量的單位。
