詞目id,詞目類型,漢字,羅馬字,分類
20298,近反義詞不單列詞目者,變無撚,piàn-bô-lián/pìnn-bô-lián,
20299,近反義詞不單列詞目者,變魍,,
20300,近反義詞不單列詞目者,豔麗,,
20301,近反義詞不單列詞目者,菜鴿目,tshài-kap-ba̍k,
20303,近反義詞不單列詞目者,鹽酸仔草,,
20304,近反義詞不單列詞目者,醡母草,tsà-bú-tsháu,
20305,近反義詞不單列詞目者,醡漿草,tsà-tsiunn-tsháu,
20306,近反義詞不單列詞目者,山鹽酸,,
20307,近反義詞不單列詞目者,𣻸肭肭,siûnn-leh-leh/siûnn-leh-leh 又唸作siûnn-le̍h-le̍h,
20308,近反義詞不單列詞目者,足心願,,
20309,近反義詞不單列詞目者,稱意,,
20310,近反義詞不單列詞目者,分食,pun-tsia̍h,
20311,近反義詞不單列詞目者,分開食,,
20312,近反義詞不單列詞目者,分家伙,,
20313,近反義詞不單列詞目者,拆伙灶,,
20314,近反義詞不單列詞目者,拆伙鼎,,
20315,近反義詞不單列詞目者,過冬鳥,,
20316,近反義詞不單列詞目者,趁大錢,,
20317,近反義詞不單列詞目者,做肉砧,,
20318,近反義詞不單列詞目者,無藝,bô-gē,
20319,近反義詞不單列詞目者,無俗,bô-sio̍h,
20320,近反義詞不單列詞目者,有局,,
20321,近反義詞不單列詞目者,山裡,suann--lí,
20322,近反義詞不單列詞目者,心肝內,,
20323,近反義詞不單列詞目者,目箭,,
20324,近反義詞不單列詞目者,㾀命,,
20325,近反義詞不單列詞目者,官府,,
20326,近反義詞不單列詞目者,拄拄仔,,
20327,近反義詞不單列詞目者,拄遷,,
20328,近反義詞不單列詞目者,頭先仔,,
20329,近反義詞不單列詞目者,相伴,,
20330,近反義詞不單列詞目者,鬥伴,,
20331,近反義詞不單列詞目者,暗靜,àm-tsīnn,
20332,近反義詞不單列詞目者,唸歌仔,,
20333,近反義詞不單列詞目者,存意,,
20334,近反義詞不單列詞目者,立意,,
20335,近反義詞不單列詞目者,主心定,,
20336,近反義詞不單列詞目者,無夠額,,
20337,近反義詞不單列詞目者,未到,,
20338,近反義詞不單列詞目者,鴨卵面,,
20339,近反義詞不單列詞目者,狗聲乞食調,,
22098,臺華共同詞,可以,khó-í,副詞
22099,臺華共同詞,如果,jû-kó/lû-kó,"連詞、介詞,副詞"
22100,臺華共同詞,因此,in-tshú,"連詞、介詞,副詞"
22101,臺華共同詞,公司,kong-si,商業
22102,臺華共同詞,問題,būn-tê/būn-tuê,事、物泛稱
22103,臺華共同詞,使用,sú-iōng,一般動詞-靜態動詞
22104,臺華共同詞,不過,put-kò,"連詞、介詞,副詞"
22105,臺華共同詞,開始,khai-sí,副詞
22106,臺華共同詞,已經,í-king,副詞
22107,臺華共同詞,必須,pit-su,副詞
22108,臺華共同詞,報導,pò-tō,一般動詞-行為動詞
22109,臺華共同詞,指出,tsí-tshut,一般動詞-行為動詞
22110,臺華共同詞,產品,sán-phín,相關用語
22111,臺華共同詞,如何,jû-hô/lû-hô,代名詞
22112,臺華共同詞,需要,su-iàu,"一般動詞-靜態動詞,副詞"
22113,臺華共同詞,認為,jīn-uî/līn-uî,心理狀態
22114,臺華共同詞,大陸,tāi-lio̍k,國家、社會、民眾
22115,臺華共同詞,包括,pau-kuat,性質、程度
22116,臺華共同詞,非常,hui-siông,"性質、程度,副詞"
22117,臺華共同詞,功能,kong-lîng,事、物泛稱
22118,臺華共同詞,攝影,liap-iánn,"文學、藝術,休閒、娛樂"
22119,臺華共同詞,業者,gia̍p-tsiá,相關用語
22120,臺華共同詞,成為,sîng-uî,一般動詞-活動動詞
22121,臺華共同詞,任何,jīm-hô/līm-hô,事、物泛稱
22122,臺華共同詞,成長,sîng-tióng,生養老死
22123,臺華共同詞,要求,iau-kiû,一般動詞-行為動詞
22124,臺華共同詞,容易,iông-ī,性質、程度
22125,臺華共同詞,國家,kok-ka,國家、社會、民眾
22126,臺華共同詞,個人,kò-jîn/kò-lîn,"組織團體,相關用語"
22127,臺華共同詞,股市,kóo-tshī,"相關用語,財務單位、活動"
22128,臺華共同詞,決定,kuat-tīng,一般動詞-行為動詞
22129,臺華共同詞,地區,tē-khu/tuē-khu,"地理,空間方位,國家、社會、民眾"
22130,臺華共同詞,推出,thui-tshut,一般動詞-活動動詞
22131,臺華共同詞,能力,lîng-li̍k,才智能力
22132,臺華共同詞,了解,liáu-kái,心理活動
22133,臺華共同詞,產生,sán-sing,一般動詞-活動動詞
22134,臺華共同詞,加上,ka-siōng,一般動詞-行為動詞
22135,臺華共同詞,進入,tsìn-ji̍p/tsìn-li̍p,一般動詞-行為動詞
22136,臺華共同詞,技術,ki-su̍t,相關用語
22137,臺華共同詞,情況,tsîng-hóng,"境況、狀態-擬事,事、物泛稱"
22138,臺華共同詞,資訊,tsu-sìn,郵電、網路
22139,臺華共同詞,廠商,tshiúnn-siong,相關用語
22140,臺華共同詞,原因,guân-in,事、物泛稱
22141,臺華共同詞,最近,tsuè-kīn/tsuè-kūn,時間節令
22142,臺華共同詞,效果,hāu-kó,事、物泛稱
22143,臺華共同詞,造成,tsō-sîng,一般動詞-靜態動詞
22144,臺華共同詞,音樂,im-ga̍k,戲劇、音樂
22145,臺華共同詞,不斷,put-tuān,性質、程度
22146,臺華共同詞,傳統,thuân-thóng,"個性風格,性質、程度"
22147,臺華共同詞,顯示,hián-sī,一般動詞-靜態動詞
22148,臺華共同詞,資金,tsu-kim,"相關用語,錢財資產"
22149,臺華共同詞,相關,siong-kuan,一般動詞-靜態動詞
22150,臺華共同詞,網路,bāng-lōo,郵電、網路
22151,臺華共同詞,尤其,iû-kî,"性質、程度,副詞"
22152,臺華共同詞,女性,lú-sìng/lí-sìng,"泛稱,兩性、婚姻"
22153,臺華共同詞,過程,kuè-tîng/kè-tîng,一般動詞-靜態動詞
22154,臺華共同詞,中國,Tiong-kok,國家、社會、民眾
22155,臺華共同詞,軟體,nńg-thé,科技、工業
22156,臺華共同詞,警方,kíng-hong,軍公教業
22157,臺華共同詞,透過,thàu-kuè/thàu-kè,副詞
22158,臺華共同詞,強調,kiông-tiāu,性質、程度
22159,臺華共同詞,人士,jîn-sū/lîn-sū,相關用語
22160,臺華共同詞,狀況,tsōng-hóng,事、物泛稱
22161,臺華共同詞,專業,tsuan-gia̍p,性質、程度
22162,臺華共同詞,程式,tîng-sik,科技、工業
22163,臺華共同詞,並且,pīng-tshiánn,連詞、介詞
22164,臺華共同詞,需求,su-kiû,一般動詞-靜態動詞
22165,臺華共同詞,演出,ián-tshut,"戲劇、音樂,一般動詞-活動動詞"
22166,臺華共同詞,兩岸,lióng-huānn,空間方位
22167,臺華共同詞,員工,uân-kang,地位、身世、背景
22168,臺華共同詞,因素,in-sòo,事、物泛稱
22169,臺華共同詞,安全,an-tsuân,生活狀況
22170,臺華共同詞,加入,ka-ji̍p/ka-li̍p,一般動詞-行為動詞
22171,臺華共同詞,改善,kái-siān,一般動詞-行為動詞
22172,臺華共同詞,合作,ha̍p-tsok,待人處事
22173,臺華共同詞,此外,tshú-guā,性質、程度
22174,臺華共同詞,系列,hē-lia̍t,事、物泛稱
22175,臺華共同詞,球員,kiû-uân,"相關用語,體育、運動"
22176,臺華共同詞,一切,it-tshè,性質、程度
22177,臺華共同詞,減少,kiám-tsió,一般動詞-靜態動詞
22178,臺華共同詞,網站,bāng-tsām,郵電、網路
22179,臺華共同詞,創作,tshòng-tsok,"文學、藝術,戲劇、音樂,一般動詞-行為動詞"
22180,臺華共同詞,吸引,khip-ín,心理活動
22181,臺華共同詞,長期,tn̂g-kî,時間節令
22182,臺華共同詞,控制,khòng-tsè,一般動詞-行為動詞
22183,臺華共同詞,醫師,i-su,"稱謂輩分,醫療保健"
22184,臺華共同詞,觀眾,kuan-tsiòng,稱謂輩分
22185,臺華共同詞,呈現,thîng-hiān,一般動詞-靜態動詞
22186,臺華共同詞,購買,kòo-bé/kòo-bué,"財務單位、活動,一般動詞-行為動詞"
22187,臺華共同詞,訓練,hùn-liān,一般動詞-行為動詞
22188,臺華共同詞,積極,tsik-ki̍k,"個性風格,心理狀態"
22189,臺華共同詞,導演,tō-ián,"稱謂輩分,戲劇、音樂,休閒、娛樂"
22190,臺華共同詞,家庭,ka-tîng,宗族、家庭
22191,臺華共同詞,清楚,tshing-tshó,"境況、狀態-擬事,性質、程度,副詞"
22192,臺華共同詞,針對,tsiam-tuì,性質、程度
22193,臺華共同詞,提升,thê-sing,一般動詞-行為動詞
22194,臺華共同詞,所謂,sóo-uī,一般動詞-靜態動詞
22195,臺華共同詞,媒體,muî-thé,"服務業及其他,休閒、娛樂"
22196,臺華共同詞,提高,thê-ko,一般動詞-行為動詞
22197,臺華共同詞,筆者,pit-tsiá,相關用語
22198,臺華共同詞,不可,put-khó,"境況、狀態-擬事,副詞"
22199,臺華共同詞,有關,iú-kuan,性質、程度
22200,臺華共同詞,負責,hū-tsik,"個性風格,氣質態度"
22201,臺華共同詞,風險,hong-hiám,災禍
22202,臺華共同詞,製作,tsè-tsok,生活勞動
22203,臺華共同詞,附近,hù-kīn/hù-kūn,空間方位
22204,臺華共同詞,金融,kim-iông,"服務業及其他,財務單位、活動"
22205,臺華共同詞,品牌,phín-pâi,相關用語
22206,臺華共同詞,面對,bīn-tuì,"心理活動,副詞"
22207,臺華共同詞,訊息,sìn-sit,郵電、網路
22208,臺華共同詞,多少,to-siáu,"性質、程度,副詞"
22209,臺華共同詞,分析,hun-sik,一般動詞-行為動詞
22210,臺華共同詞,規畫,kui-uē,心理活動
22211,臺華共同詞,利率,lī-lu̍t,財務單位、活動
22212,臺華共同詞,舉辦,kí-pān/kú-pān,一般動詞-行為動詞
22213,臺華共同詞,專家,tsuan-ka,"泛稱,稱謂輩分"
22214,臺華共同詞,球隊,kiû-tuī,"組織團體,體育、運動"
22215,臺華共同詞,共同,kiōng-tông,副詞
22216,臺華共同詞,股價,kóo-kè,財務單位、活動
22217,臺華共同詞,降低,kàng-kē,一般動詞-行為動詞
22218,臺華共同詞,參與,tsham-ú,"組織團體,相關用語,生活狀況"
22219,臺華共同詞,不再,put-tsài,副詞
22220,臺華共同詞,或者,hi̍k-tsiá,"連詞、介詞,副詞"
22221,臺華共同詞,不管,put-kuán,連詞、介詞
22222,臺華共同詞,主題,tsú-tê/tsú-tuê,"性質、程度,事、物泛稱"
22223,臺華共同詞,感受,kám-siū,"心理活動,一般動詞-靜態動詞"
22224,臺華共同詞,表達,piáu-ta̍t,一般動詞-行為動詞
22225,臺華共同詞,策略,tshik-lio̍k,事、物泛稱
22226,臺華共同詞,終於,tsiong-î,副詞
22227,臺華共同詞,預算,ī-suàn/ū-suàn,"心理活動,財務單位、活動"
22228,臺華共同詞,快速,khuài-sok,性質、程度
22229,臺華共同詞,科技,kho-ki,科技、工業
22230,臺華共同詞,達到,ta̍t-kàu,副詞
22231,臺華共同詞,民國,Bîn-kok,時間節令
22232,臺華共同詞,再度,tsài-tōo,"性質、程度,副詞"
22233,臺華共同詞,形成,hîng-sîng,一般動詞-靜態動詞
22234,臺華共同詞,角度,kak-tōo,形貌、體積
22235,臺華共同詞,指數,tsí-sòo,語言、文字、符號
22236,臺華共同詞,原來,guân-lâi,連詞、介詞
22237,臺華共同詞,多數,to-sòo,數詞、量詞
22238,臺華共同詞,房地產,pâng-tē-sán/pâng-tuē-sán,錢財資產
22239,臺華共同詞,畫面,uē-bīn,心理活動
22240,臺華共同詞,正常,tsìng-siông,性質、程度
22241,臺華共同詞,相對,siong-tuì,一般動詞-靜態動詞
22242,臺華共同詞,推動,thui-tōng,一般動詞-行為動詞
22243,臺華共同詞,擔心,tam-sim,心理活動
22244,臺華共同詞,汽車,khì-tshia,交通、運輸
22245,臺華共同詞,人類,jîn-luī/lîn-luī,泛稱
22246,臺華共同詞,理想,lí-sióng,心理活動
22247,臺華共同詞,女人,lú-jîn/lú-lîn,"泛稱,兩性、婚姻"
22248,臺華共同詞,工具,kang-kū,生產工具
22249,臺華共同詞,立委,li̍p-uí,"稱謂輩分,政治"
22250,臺華共同詞,風格,hong-keh,性質、程度
22251,臺華共同詞,機構,ki-kòo,組織團體
22252,臺華共同詞,類似,luī-sū,性質、程度
22253,臺華共同詞,正是,tsiànn-sī,副詞
22254,臺華共同詞,正確,tsìng-khak,性質、程度
22255,臺華共同詞,狀態,tsōng-thài,
22256,臺華共同詞,資源,tsu-guân,"資源礦物,生產工具"
22257,臺華共同詞,趨勢,tshu-sè,性質、程度
22258,臺華共同詞,立法院,Li̍p-huat-īnn,"空間方位,組織團體,政治"
22259,臺華共同詞,模式,bôo-sik,形貌、體積
22260,臺華共同詞,整體,tsíng-thé,性質、程度
22261,臺華共同詞,不足,put-tsiok,一般動詞-靜態動詞
22262,臺華共同詞,關鍵,kuan-kiān,性質、程度
22263,臺華共同詞,保持,pó-tshî,一般動詞-靜態動詞
22264,臺華共同詞,帶來,tuà-lâi,一般動詞-行為動詞
22265,臺華共同詞,公尺,kong-tshioh,數詞、量詞
22266,臺華共同詞,亞洲,A-tsiu,"地理,空間方位"
22267,臺華共同詞,重點,tiōng-tiám,事、物泛稱
22268,臺華共同詞,投入,tâu-ji̍p/tâu-li̍p,一般動詞-行為動詞
22269,臺華共同詞,從事,tsiông-sū,生活勞動
22270,臺華共同詞,設定,siat-tīng,一般動詞-靜態動詞
22271,臺華共同詞,業績,gia̍p-tsik,"相關用語,財務單位、活動"
22272,臺華共同詞,不論,put-lūn,連詞、介詞
22273,臺華共同詞,金額,kim-gia̍h,財務單位、活動
22274,臺華共同詞,財務,tsâi-bū,財務單位、活動
22275,臺華共同詞,等等,tíng-tíng,時間節令
22276,臺華共同詞,前往,tsiân-óng,一般動詞-行為動詞
22277,臺華共同詞,題材,tê-tsâi/tuê-tsâi,"文學、藝術,戲劇、音樂"
22278,臺華共同詞,全部,tsuân-pōo,"性質、程度,數詞、量詞,副詞"
22279,臺華共同詞,面臨,biān-lîm,一般動詞-行為動詞
22280,臺華共同詞,參考,tsham-khó,一般動詞-靜態動詞
22281,臺華共同詞,期貨,kî-huè/kî-hè,財務單位、活動
22282,臺華共同詞,之間,tsi-kan,連詞、介詞
22283,臺華共同詞,營運,îng-ūn,相關用語
22284,臺華共同詞,比例,pí-lē,性質、程度
22285,臺華共同詞,完整,uân-tsíng,性質、程度
22286,臺華共同詞,男性,lâm-sìng,"泛稱,兩性、婚姻"
22287,臺華共同詞,結構,kiat-kòo,建築物、結構
22288,臺華共同詞,硬碟,ngē-tia̍p/ngī-tia̍p,"相關用語,生活用品"
22289,臺華共同詞,網際網路,bāng-tsè-bāng-lōo,郵電、網路
22290,臺華共同詞,餐廳,tshan-thiann,"空間方位,居住環境"
22291,臺華共同詞,擴大,khok-tāi,一般動詞-靜態動詞
22292,臺華共同詞,有效,ū-hāu,事、物泛稱
22293,臺華共同詞,展現,tián-hiān,一般動詞-行為動詞
22294,臺華共同詞,成員,sîng-uân,組織團體
22295,臺華共同詞,陸續,lio̍k-sio̍k,性質、程度
22296,臺華共同詞,強烈,kiông-lia̍t,性質、程度
22297,臺華共同詞,情感,tsîng-kám,心理活動
22298,臺華共同詞,藝術家,gē-su̍t-ka,"稱謂輩分,文學、藝術"
22299,臺華共同詞,變成,piàn-sîng,一般動詞-活動動詞
22300,臺華共同詞,大眾,tāi-tsiòng,國家、社會、民眾
22301,臺華共同詞,如今,jû-kim/lû-kim,"時間節令,副詞"
22302,臺華共同詞,形象,hîng-siōng,境況、狀態-擬人
22303,臺華共同詞,差異,tsha-ī,"性質、程度,事、物泛稱"
22304,臺華共同詞,溝通,koo-thong,交際應酬
22305,臺華共同詞,才能,tsâi-lîng,才智能力
22306,臺華共同詞,中央,tiong-iong,組織團體
22307,臺華共同詞,全球,tsuân-kiû,空間方位
22308,臺華共同詞,看法,khuànn-huat,心理活動
22309,臺華共同詞,團體,thuân-thé,組織團體
22310,臺華共同詞,對方,tuì-hong,代名詞
22311,臺華共同詞,不如,put-jû/put-lû,"性質、程度,副詞"
22312,臺華共同詞,個性,kò-sìng,個性風格
22313,臺華共同詞,董事長,táng-sū-tiúnn,"地位、身世、背景,稱謂輩分"
22314,臺華共同詞,大約,tāi-iok,"性質、程度,副詞"
22315,臺華共同詞,小組,sió-tsoo,組織團體
22316,臺華共同詞,來自,lâi-tsū,旅行
22317,臺華共同詞,想像,sióng-siōng,心理活動
22318,臺華共同詞,遊客,iû-kheh,"組織團體,旅行"
22319,臺華共同詞,首先,siú-sian,副詞
22320,臺華共同詞,引進,ín-tsìn,一般動詞-行為動詞
22321,臺華共同詞,以往,í-óng,時間節令
22322,臺華共同詞,時期,sî-kî,時間節令
22323,臺華共同詞,財富,tsâi-hù,錢財資產
22324,臺華共同詞,國外,kok-guā,空間方位
22325,臺華共同詞,辦公室,pān-kong-sik,"空間方位,建築物、結構"
22326,臺華共同詞,優勢,iu-sè,性質、程度
22327,臺華共同詞,人口,jîn-kháu/lîn-kháu,數詞、量詞
22328,臺華共同詞,外資,guā-tsu,"相關用語,錢財資產"
22329,臺華共同詞,促銷,tshiok-siau,相關用語
22330,臺華共同詞,旅遊,lí-iû/lú-iû,旅行
22331,臺華共同詞,教練,kàu-liān,"稱謂輩分,體育、運動"
22332,臺華共同詞,學者,ha̍k-tsiá,"稱謂輩分,教育、學術"
22333,臺華共同詞,估計,kóo-kè,一般動詞-行為動詞
22334,臺華共同詞,院長,īnn-tiúnn,"地位、身世、背景,稱謂輩分"
22335,臺華共同詞,意識,ì-sik,心理狀態
22336,臺華共同詞,藥物,io̍h-bu̍t,醫療保健
22337,臺華共同詞,投手,tâu-tshiú,體育、運動
22338,臺華共同詞,接近,tsiap-kīn/tsiap-kūn,"一般動詞-行為動詞,一般動詞-靜態動詞"
22339,臺華共同詞,採取,tshái-tshú,一般動詞-行為動詞
22340,臺華共同詞,興建,hing-kiàn,建築物、結構
